Text	Country by Zone	Country by Location	Lang	Drug	Annotated Text	Semantic Type
There better be no weird shit happening here this weekend bc i forgot my xanax at home 😂	Eastern Time (US & Canada)	The Seventh Circle of Hell	en			
How I’ve gone this long without a prescription for Valium or Xanax is beyond me.	Central Time (US & Canada)	"H-Tiiiine, Holdin' it diiiine"	en			
Calming music and a Valium... Friday night vibes 🎉		your mums room 	en			
@beacom26 @BuffaloSabres @hsimon62 @JeremyWGR @TheInstigators @martybiron43 @BesideCraig @craigrivet52 I recommend Maker’s Mark. And Valium.	Quito	"Knoxville, TN"	en			
"#migraine is more powerful than tramadol, Valium and marijuana..... 😢"	Central Time (US & Canada)		en			
Boarding the plane now Anxiety is real high wish me luck or bring me Valium whichever comes first		"Cleveland, Ohio"	en			
NICOTINE 👏 VALIUM 👏 VICODIN 👏 MARIJUANA 👏 ECSTASY 👏 AND 👏 ALCOHOL 👏	Eastern Time (US & Canada)		en			
"gimme a paper towel, gimme another valium
gimme another hour or two, 
hour with you"	Central Time (US & Canada)	"Kansas City, MO"	en			
@hentaizerk @looneytoonayeon LEJDHSGDGS RHE FUCKING VALIUM VILLAGE VIDEO	Pacific Time (US & Canada)	#DefendDACA	en			
"LEVEL OF VALIUM BECAUSE ANXIETY: LISTENING TO ""KIDS OF YESTERDAY"" VERY LOUDLY ON REPEAT"	Dublin	London	en			
@xocloclo Papercut and hand sanitizer			en			
this website got me poppin my ativan like candy	Pacific Time (US & Canada)	alix + ‘96 + they/them	en			
@applecdrvinegar Ativan	Atlantic Time (Canada)	Boston	en			
@willystaley @ativan_slut All I remember is who we went with and that we heard Big Pimpin on the radio on the ride down	Pacific Time (US & Canada)	"San Francisco, CA"	en			
I might need an Ativan to get to sleep tonight after catching up on last nights episode of @RuPaulsDragRace #AllStars3 😐	Quito	"Thunder Bay, Ontario, Canada"	en			
"@ativan_slut @staxwell Fuck, that’s right. It was memorable"	Eastern Time (US & Canada)		en			
@willystaley @ativan_slut I think we saw a WWE event there once	Pacific Time (US & Canada)	"San Francisco, CA"	en			
"@MomPharmD There are definitely holes in this system. Whether you knew their med list or not, doesn't 90 tabs of Ativan seem like a lot?"	Eastern Time (US & Canada)		en			
@ativan_slut I’ve never been!!	Eastern Time (US & Canada)		en			
"come ON, ativan. don't fail me now."		"Greater Vancouver, British Columbia"	en			
Im like minutes away from taking an Ativan and going to sleep	Eastern Time (US & Canada)	In A Van Down By The River	en			
@Left_Side_Drive @WhatTheFFacts I have Ativan and clonazopam but i only take them as needed. Not religiously	Eastern Time (US & Canada)	"Unionville, Ontario"	en			
@joshtpm There's not enough Ativan and @GooseIsland in the world to get me in a plane today.		"Pennsylvania, USA"	en			
@faviator kinda the same as ativan? v similar to lorazepam which has always been my “in case of emergency” medicine	Pacific Time (US & Canada)	"Reno, NV"	en			
@DavidJanes_DJ @tomverica Truly bring on the Ativan 😭		Minnesota	en			
hopefully the ativan will kick in and either KO me or at least force me back into the shell of a vaguely useful human being	Eastern Time (US & Canada)	sorry we're like this	en			
I'm over here sittin down ... ativan af ... I'm chill but i feel like my these ppl are staring @ me	Arizona	"Santa Cruz, CA"	en			
3 Ativan in and we haven’t even left yet. 😬😬 #notstressedtho		"Moncton, New Brunswick"	en			
Also I HATE going to my endocrinologist so this will give me time for the Ativan to kick in so my blood pressure isn't off the charts.	Central Time (US & Canada)	somewhere in middle America	en			
I’m so emotionally drained lol I can’t wait to get off work so I can take the whole bottle of Ativan I found in my closet this morning 🤙🏻	Eastern Time (US & Canada)	"Maryland, USA"	en			
@955hitsfm @TeamGuernsey @markandingrid This made me have to take an Ativan!  😂	Eastern Time (US & Canada)	"Belleville, Ontario"	en			
Ativan ant #TherapeuticBands	Pacific Time (US & Canada)	Las Vegas Nv.	en			
"Benzos include but are not limited to: Xanax, Klonopin, Valium, Ativan."	Central Time (US & Canada)	black lives matter	en			
@realDonaldTrump Somebody get Daddy his Ativan. He freaking out and screaming rando nonsense again.	Eastern Time (US & Canada)	"South Shore, MA"	en			
@JakeLyandon Me after a few ativan	Fiji	wherever the wine is	en			
I can’t go to sleep even after taking my nightly Ativan...	Pacific Time (US & Canada)	Stop moving to my state	en			
@Bait_O9 Yeah. Hopefully the Ativan will help		"Birdlandia, Iowa."	en			
my psychiatrist says he's rly proud of me for not finishing the bottle of klonopin he scripted me back in October	Pacific Time (US & Canada)	basement of LA's ivory tower	en			
"kratom, klonopin, amphetamines, and weed? don’t mind if I do"		hell	en			
My favorite pastime lately is taking Klonopin and zoning out watching crime drama shows à la Gotham and The Alienist	Eastern Time (US & Canada)	California	en			
"and I can’t do anything until my insurance situation is straightened out, so I’ve just been eating klonopin and smoking too much"	Central Time (US & Canada)	"Birmingham, AL"	en			
"Wow klonopin helps so much it's amazing, but I'd rather be prescribed xanax to actually feel happiness 😔"	Eastern Time (US & Canada)	EDGE LORD	en			
@KatyaDovana Haha off her meds..... time to slip a Klonopin in mother nature’s martini again 🙄.... bitch is out of control	Mountain Time (US & Canada)	"Los Angeles, CA"	en			
"I cut half my hair off, had a panic attack, took a couple klonopin, now I’m watching dr Phil, might cut more hair off"			en			
@theseacorpse i’m lexapro and klonopin lmfao			en			
"@marx_knopfler Love the fighting, -10, Rosa Luxemburg references, +5, but hate the 50 klonopin insult, -10"			en			
"on the plus side, the klonopin has eased my anxiety. on the bad side, i really don't care about anything and would like to nap under my desk"	Pacific Time (US & Canada)	The Land of Chocolate	en			
@marx_knopfler Take a klonopin or something and then come back to me.		"sexting, probably"	en			
"I'm up! Klonopin and various other morning medicines taken, so we're good there. Now for a day of Twitter rambling. Yee 😈"	Pacific Time (US & Canada)	"Bakersfield, CA"	en			
I feel like such shit I shoulda taken a klonopin before work just a a half a mg to smooth me out.	Arizona	Pottawatomi territory	en			
"Benzos include but are not limited to: Xanax, Klonopin, Valium, Ativan."	Central Time (US & Canada)	black lives matter	en			
@jackiembouvier What's a Klonopin???		HellRazor's Metal Ranch 🇱🇷 ☠	en			
I have to take a klonopin just to go into the fucken grocery store.		New England 	en			
@WhiteHouse @DiamondandSilk In 2010 our family lost my cousin to klonopin he was 23 it still hurts us all every day.		"Michigan, USA"	en			
"I was going to mental hospitals, and asking for 40 mg of seroquel, and a mg of klonopin... not more klonopin."	Central Time (US & Canada)	"Baltimore, MD"	en			
@chinchilladas anxiety attack at all i have low doses of klonopin to help if you need 1!!! and we’re also gonna have weed to smoke.		yiffing in hell	en			
@chauklet I really looked up to you when I read you quit klonopin ct! Stay strong my dude.	Amsterdam		en			
Lol when ur manic af so ur housemate offers u a klonopin and u realize after taking it that you really should be medicated	Pacific Time (US & Canada)		en			
"Tramadol, an atypical oral analgesic, appears to be effective."	Bucharest	New York	en			
@greyXstar @jlou_2 @chrislhayes @waltshaub My analgesic of choice is single malt.		"Seattle, WA"	en			
"Coworker: Is it 430?

Me: (Holds up a tube of oral analgesic gel) No, it's tooth hurty!"	Eastern Time (US & Canada)	RVA	en			
"analgesic : A skin condition that enlarges blood vessels in the face, causing redness of the nose and other parts of the face."		"Dallas, TX"	en			
@jamilinAdnan jamilin are trash also	Beijing	ggmu 💕	en			
@elnouraksa Take an analgesic and you'll be fine 👍👍		"Riyadh,Kingdom of Saudi Arabia"	en			
"Flupiine (ovulation inducer)
Used recreationally as an analgesic
Decreases the asleep effects of Xanax"			en			
analgesic : A fibrous protein that is the main component of connective tissue in the body.		"Dallas, TX"	en			
@laurenduca @LDsquidtastic If AR stood for Analgesic Reliquary it would not make a femto-dif to the discussion.		North America	en			
"@paisleyrae @jjarmasz @FuzzyWuzzyTO @SOTEfilms @vickersty @rubyhurlbut Butter your sore cyclist buns with analgesic cream, Pastry Rae."	Atlantic Time (Canada)	"Toronto, Ontario, Canada"	en			
"Every form of addiction is bad, no matter whether the narcotic be alcohol or morphine or idealism.  Carl Gustav Jung #carlgustavjung"	Central Time (US & Canada)		en			
Now playing: 'Narcotic' by 'Liquido'	Bern	"Zofingen, Switzerland"	en			
@MrClemps Final Fantasy 8	Amsterdam		en			
"When you want a specific manufacturer of a particular narcotic, you're an addict or trafficking. #WhyYourPharmacistHatesYou"		United States	en			
Lets get real HERE!! Narcotic Addiction is a NATIONAL SECURITY THREAT!!			en			
Only narcotic I indulge in is women		In Numidia rubbing on Dihya	en			
Grew up in the crack era. Yeen never gotta worry bout me on that narcotic. Saw too much.	Pacific Time (US & Canada)	Earth	en			
Narcotic Cops he crooked as hell #SevenSeconds	Pacific Time (US & Canada)	"Los Angeles, CA"	en			
@classiclib3ral Was he banned from Twitter for a while or why did I stop seeing his shitty takes for a few weeks	Amsterdam		en			
@narcotic_kitten lies		Rich Port	en			
a deposition of an outset: lean-to and narcotic		TWITTRTH	en			
Especially funny after 2 pints of Allagash White intended as a narcotic during my plane's bumpy ascent... Goodbye everyone	Eastern Time (US & Canada)	"Middlesex County, MA"	en			
@narcotic_kitten It looks pretty accessible at least		Rich Port	en			
@narcotic_kitten Play MTG like the cool kids do instead		Rich Port	en			
@narcotic_kitten that doesn't mean it's good	Kyiv	occupied khrushchyovka	en			
@narcotic_kitten hearthstone is pretty crap anyway	Kyiv	occupied khrushchyovka	en			
"@narcotic_kitten Good.

Don't play Hearthstone."	Buenos Aires		en			
@vencja really? never knew that o:	Amsterdam		en			
@nik_narcotic Enc-None doesn't work after Bahamut if you took Zell	Pacific Time (US & Canada)		en			
@vencja You mean before Bahamut or after? In Bahamut's room just only walk when the light's off. Otherwise use Diabolos' encounter stuff	Amsterdam		en			
@nik_narcotic I did but its still annoying to battle every 3 steps	Pacific Time (US & Canada)		en			
@vencja Why don't you just use card-ref to break the game completely	Amsterdam		en			
"@mike_Zollo @realDonaldTrump Amen ,Well put as a recovering opiate addict ,we can never get to much attention on this devastating disease#"		"Shenandoah va,22849"	en			
@pointsonpain @AnnaDeavereS @HHSGov The so-called opiate epidemic has nothing to do with legit pain patients needing pain medication.		"Massachusetts, USA"	en			
@pointsonpain @AnnaDeavereS @HHSGov The so-called opiate epidemic has nothing to do with legit pain patients needing pain medication.		"Massachusetts, USA"	en			
@DonSmit95028268 @NanaSewDear @realDonaldTrump It is not about people who need pain medication. It is about opioid abuse.	Pacific Time (US & Canada)		en			
Casual reminder that pain-patients in the US outnumber opioid abusers 50 to 1 &amp; taking medication is not the same as abusing drugs.	Dublin	Northern Ireland	en			
I can’t get pain medication but San Francisco is opening Heroin injection centers.	Eastern Time (US & Canada)	United States	en			
I have a headache but all the pain medication I own has caffeine in it and i wanna sleep.....	Dublin	"Munster, Ireland!"	en			
@eugenegu Would you prescribe pain medication for a broken arm without setting the fracture?			en			
"I was fairly sure that would be the case however, as I have never misused pain medication. Ever! 5/"		Gold Coast Qld 	en			
I have the best sleep ever when I’m on my pain medication 😌			en			
@GamerGxneMad He didnt like beimg off sick at all. Bryce called in a nurse for pain medication		[ ♡ FC ~Karolis Inokaitis ♡]	en			
"while recovering from surgery, on pain medication, i think I know what I want to do for a living"		berryville va	en			
"@StoppingOpioids I love the Five today, and really everyday.  Greg, you are right about the pain medication.  You put it perfect."		"South Carolina, USA"	en			
"a chatterer is a polypharmacy: axiomatical, yet reproachless"	Pacific Time (US & Canada)		en			
"Polypharmacy can certainly contribute to constipation issues: A few common classes that cause constipation - TCA's, Opioids, CCB's #pharmacy"		Minnesota	en			
@DrHollyHolmes @novacarerx Pharmacist need to step up to the plate more when they see this kind of Polypharmacy and more legal Say also.			en			
@novacarerx True!! The game of inappropriate polypharmacy one-upsmanship is very dangerous!!!	Eastern Time (US & Canada)		en			
@DenimDiva_ @hijinkiez I also took a bunch of codeine cause im really sick	Alaska		en			
All my codeine pills fell on the dirty floor today .. *5 second rule*	Pacific Time (US & Canada)	"Vancouver, British Columbia"	en			
She say she wanna fuck with a thug cause my money up 😎😪💔	Atlantic Time (Canada)	Prettyville 	en			
Sip codeine bitch not Belvedere 😤	Eastern Time (US & Canada)	NAWFSiDE BAGHDAD 	en			
"@therealwavybaby Int'l Players Anthem x UGK
Codeine Crazy x Future 
Lofticries x Purity Ring 
Get Throwed x UGK 
I Own Swag x Lil B"	Eastern Time (US & Canada)	"Los Angeles, CA"	en			
Future trash but march madness and codeine crazy will live on forever	Eastern Time (US & Canada)	Jersey	en			
Gummo juat woke me up 💃💯🙊	Atlantic Time (Canada)	Prettyville 	en			
Im a bit tired.. But im not ready to go to sleep	Atlantic Time (Canada)	Prettyville 	en			
Gotta live and let it be with no worries...	Atlantic Time (Canada)	Prettyville 	en			
Contemplating the potential for a reality tv show about child celebraties turned addicts called “The Secret Life of Zack and Codine”		"Swarthmore, PA"	en			
I'm codine dreamin		diamond city	en			
Broken wrist so no training even struggling to do spin class can't hold on 😡😡one unhappy bunny +side codine is not bad 😂		aberdeen	en			
#IfMenWereGod Jesus will be on earth slowing on a codine diet	Pacific Time (US & Canada)	"Lagos, Nigeria"	en			
Mmm. Diazepam and 30mg codine. Takes the edge off a bit.	London	A sad little rock near Europe	en			
@CassandraRules Codine Cough Syrup		#2ndAmendment #MAGA #Trump	en			
@CassandraRules Codine	Arizona	El A	en			
"@Gacheru_Wangai The neurosurgeon was on a codine diet. 
#saintsamiganja
#smile 
#laugh"	Pacific Time (US & Canada)	Lagos	en			
"“You fell in love wit a nigga drinkin Codine. How you gon fall for a nigga drinkin Creatine?”
😂 Nah yo..."	Eastern Time (US & Canada)	"Philadelphia, PA"	en			
#BBNaija why will you take codine and smoke weed at d same time and tell me you are watching BBN from your TV bro u are seeing from above			en			
@pita88694867 @jason_zaram @IAmMooree @orangee1580 @BBNaija He can fly wen he is  on codine diet let him be pls its hard to explain to them			en			
@fash_ngobese Two white cup full of codine and plus I've got two white sluts down to blow me		"Cape Town, South Africa"	en			
@ericbolling What is Opioid? Is it Codine? Is it Meth? What pills do we look for? What devices?		Northern CA	en			
"🎵Codine dreaming it comes thru thru, that's my spaceship Blu Blu, my milky-way got pregnant she said it's for yoo-hoo 🎵"		mars	en			
Awake in a codine haze worrying that the house will fall down in the wind. Just your average Friday morning really.		"Croydon, London"	en			
@charles04214862 @JoeMalcolm97 @PaulDock93 @WeeDannyMcManus @kylechristie0 Shut up codine		"Paisley, Scotland"	en			
Slow down on a codine diet	Alaska	"Lagos, Nigeria"	en			
arsenal player's are on codine diet	Arizona	Lagos	en			
I used to think my mom and I were odd because we don’t react “right” to drugs like Sudafed or Codine. Now I know it’s cause we’re not men.	Mountain Time (US & Canada)	"Five Points, Denver, Co"	en			
"@Ali_McHenri Was on a codine level...
wen I heard gun shots, I thought I was running very fast buh I was just on a fucking spot dat day...."		"Suru, Nigeria"	en			
@rapplerdotcom Fentanyl now?			en			
"@ericbolling Instead of stopping #DrugAbuse &amp; importation of Chinese Fentanyl (border &amp; @USPS), lawmakers are hurting ppl with #ChronicPain"	Central Time (US & Canada)	"Spring, TX. USA"	en			
"ME AN MY BOYS
DRINKIN FENTANYL"		skatin with homies 	en			
@WhiteHouse That's so heartbreaking we've got to secure the borders  #herointrafficking  &amp; whoever invented #Fentanyl  #FentanylKills		"Florida, USA"	en			
@RSantosTV They didn't give you 800 mg Ibuprofen or Hydrocodone?	Central Time (US & Canada)	210 is home.	en			
"@realDonaldTrump my husband takes hydrocodone for his arthritis, but my son was addicted to heroin. see the difference?"			en			
@BrightCellars What wine pairs best with hydrocodone? #PainPills		Magic Johnson’s TGIFriday’s or Ryan White Castle	en			
@ThomasKlineMD I was on 300mg of morphine a day for 15yrs. Walked in one day and told them to take me the fuck off. Now on hydrocodone.	Mid-Atlantic	To be determined..	en			
@ineedcoughsyrup I'm waiting for them to be filled tbh. Hydrocodone		Rhode Island	en			
"@CassandraRules Dihydrocodeine. Or hydrocodone, in the US. So Vicodin, basically."	Prague		en			
So does hydrocodone make anyone else horny or is it just me.		Egypt	en			
Hydrocodone is great 😂		⬆️	en			
Apparently my migraine doesn't give a damn about hydrocodone. I foresee a trip to the ER in my future.	Central Time (US & Canada)	The Empire	en			
This hydrocodone liquid medicine they got me on got me on my ass 🤦🏽‍♀️	Central Time (US & Canada)		en			
"@CrazyRxMan But that hydrocodone is for my tooth pain and the other hydrocodone is for my fibromyalgia...

Sigh"		"Texas, USA"	en			
@StateMaryland But it's ok to keep throwing Hydrocodone at me and tell me I'm good to go?		Delaware/Maryland	en			
"DPLA Subject Haiku #30769

Ships--Remote sensing
Orbital transfer (Space flight)
Methadone abuse"			en			
@Painweb All opioid prescription should include a rehab wrap up. Who knew methadone was so hard to quit.			en			
Have ambiguous genitalia?You probably have Toxic Shock Syndrome.This causes a total eclipse of the heart.Try Methadone			en			
Have an ear ache?You probably have Claustrophobia .This causes closing of the throat.Try Methadone			en			
Have an explosive temper?You probably have Anorexia.This causes closing of the throat.Try Methadone			en			
@NickdelaTorreGC Or all his heroes at the methadone clinic		"Lakeland, FL"	en			
Have you eaten today?Yes?You suffer from Autism.This causes bellybutton growth.Try Methadone			en			
@angryjogger Was going to have an Erdinger Alkoholfrei and some crisps. Methadone for pissheads.		"walesland, finally"	en			
@FoxNews @TheJuanWilliams Giving methadone as a treatment doesn't work either.	Pacific Time (US & Canada)		en			
"@greggutfeld #TheFive As long as Methadone Clinics remain open, I will doubt Gov’t concern with the Opioid crisis."			en			
@LadyHelene1967 @CharlieSemple @tlcpharmacyuk Methadone Charlie!	Edinburgh	Glasgow 🏴󠁧󠁢󠁳󠁣󠁴󠁿	en			
"@internettara420 ''heroin addict turned into methadone addict''
yes that's how 'done is supposed to work u fucking idiot"	Pacific Time (US & Canada)	"Belle-Ile, France"	en			
"@craigharrison82 It's like heroin addiction, we are currently on methadone."	London	Blackheath	en			
@SGottliebFDA How many people have died from methadone?			en			
@janegarvey1 @BBCRadio4 More like methadone to get you off @BBCRadio4	London	Sussex	en			
"Tosades (from long QT) appearing in OD of 

1) Imodium
2) Meth
3) Methadone
4) Bath salts

#GatheringEagles18"			en			
@Mcr_Storm @cardiffdevils Methadone ?	Pacific Time (US & Canada)	Manchester	en			
"@farah_loo @gwell35 @andylassner Absolutely it's more, my husband is an addict and my stepson died of an overdose, methadone. I get it."			en			
I’m so annoyed &amp; sleepy from all the  morphine they gave me.... I just want to sleep 🙄🙄🙄	Pacific Time (US & Canada)	702	en			
My Uber driver told me he used to keep four gallons of opium for when he ran out of morphine and he never ran out of morphine 💰	Atlantic Time (Canada)		en			
"2) There was another in the early 1900s after a different drug was developed to help ""cure"" morphine addiction. It was called heroin."	Pacific Time (US & Canada)	"Florida, USA"	en			
You taking morphine homie you a moron			en			
"Every form of addiction is bad, no matter whether the narcotic be alcohol or morphine or idealism.  Carl Gustav Jung #carlgustavjung"	Central Time (US & Canada)		en			
Downside of the morphine pump: it makes me Very emotional. A tall nurse walked in and I started crying because I love tall people so much	Eastern Time (US & Canada)	"Charlotte, NC"	en			
"Nothing’s gonna hurt me with my eyes shut, I can see through them."	Central Time (US & Canada)	"Houston, TX "	en			
You taking morphine homie you a moron		Tx	en			
@JamesOck_ Just make sure I have a ml of morphine ready for my arrival from the loo xx	London	Ba Sing Se / Manchester	en			
@kwihyonie FLDSKJLKJASFLKSD YEAP. I need a stiff drink. and a shot of morphine.	Pacific Time (US & Canada)		en			
"Just like
Nicotine,
Heroine,
Morphine 💜&lt;💜"		Narnia	en			
@Camila_Cabello heroin doesn’t rhyme with nicotine or morphine no matter how hard you try		where is my mind	en			
"nicotine, heroin, morphine🐀🎶"	Pacific Time (US & Canada)	Lost in the lost planet.	en			
"just like nicotine, heroin, morphine"	Pacific Time (US & Canada)		en			
"just like nicotine, heroin, morphine"			en			
@villaflav Morphine lmao	Central Time (US & Canada)		en			
"Just like nicotine, heroin, morphine. Suddenly I'm a fiend and you're all I need 🌙"		"Rotterdam, NY"	en			
My father shits on my dreams on the daily but it's okay ik he's just butt hurt cuz he wasted his entire life at a factory job.	Pacific Time (US & Canada)	Paradise Alley	en			
"You want to bleach your butthole? For anal stains from years of pooping?
Be safe. Try Oxy Clean first."		Nope	en			
"#Tucker
My mom took Oxy for nearly 2 decades &amp; never became addicted. She would forget doses occasionally if her pain wasn't bad that day."		California	en			
@Education4Libs Scripted intelligence. Is that a oxy moron.		"Lincoln Park, MI"	en			
Karl Marx was right about 1 thing that religion is the opioids of the masses. Just pop oxy like a normal person	Pacific Time (US & Canada)	"Yes i succ toes, 90037"	en			
@DPilsk @Occidental This is from the balcony of my house! The view is Oxy!		"Highland Park, IL"	en			
@TuckerCarlson I've tried many things the last 35 years to relieve  migraines. Only oxycodone helps. Last resort for Docs not 1st.			en	oxycodone	migraine	indication
@TuckerCarlson I'm a 68-yr-old woman. I've had chronic migraines for over 35 years &amp; oxycodone is my only relief. Getting harder to get!			en			
@clinteas @coopesdetat @ketaminh oh and I work in Australia. Oxycodone is used here in children. #justagp	Perth	"Mt Barker, Western Australia"	en			
@coopesdetat @ketaminh What country lets you give Oxycodone to children? In AU can't even use Painstop.	Melbourne	"Queensland,Australia"	en			
@aterkel @chrislhayes @jamieson Clean energy jobs or oxycodone  they chose			en			
Guys .. oxycodone is the shit. I feel NO pain when I take it #lifesaver	Eastern Time (US & Canada)	Hogwarts	en			
@Quakes98 almost done that when taking oxycodone after knee surgery . oup	Pacific Time (US & Canada)	up the wazoo	en			
@Lemieux_26 @LukeGromen Mostly picked up an unhealthy love for amphetamine and to come down they landed with oxycodone.		Earth	en			
"@RedTRaccoon Looks like an extreme forehead lift and a shit ton of subsequent Botox. And, maybe about 100mg of Oxycodone..."		Indiana	en			
@greggutfeld  you are absolutely right. It’s my greatest fear. I have been taking oxycodone and morphine for almost 13 years.		"South Carolina, USA"	en			
IM COMING BABY @OXYCODONE		Philly(Bottom side of Uptown)	en			
"@jjmacnab Wow, who the hell...? Must be the bath salts, or maybe the oxycodone"		"Ridgefield, CT, USA"	en			
"@Newsweek Opiod abuse isn't an issue in your state either, if you don't know anyone strung out on Oxycodone."	Eastern Time (US & Canada)	"Washington, DC"	en			
Lmfaoo omg Aaliyah ain’t know what oxycodone was she kept saying It I️m like you know them percs 😂😂😂😂😂😂😂😂	Atlantic Time (Canada)	iampebbles17	en			
20 yr olds are dropping like flies from the God Dammned Opiods (oxycontin)... its like a damn war zone out there. Dropping left n right.	Mountain Time (US & Canada)	► The Aetheric Realm	en			
I need Percocet		"Marietta, GA"	en			
"“Wait—.”
     He looks at the bottle he assumed was his wisdom teeth Percocet. .

   It's fuckING VIAGRA."		⠀⠀⠀⠀ℛegina? ℂananda? — ❲mcrp❳ 	en			
That water beat is a timeless classic @iAMBANDPLAY	Pacific Time (US & Canada)	"Columbus, Ohio Zone4 "	en			
I need a shower and slushee filled with zofran and Percocet			en			
I just needa Percocet 😪			en			
"percocet hit you so hard, might drop your juice and gin"	Arizona	L.T. ♥️	en			
Just because I had a Dunkin’ Donuts iced coffee at the gym today doesn’t mean I do Percocet.	Eastern Time (US & Canada)		en			
@LilDudeluciano @Hoodrich_Goon but @Qdafool_RS better then yall tho	Pacific Time (US & Canada)	"Columbus, Ohio Zone4 "	en			
i fucked a vegan bitch she pop a percocet like flax seeds	Eastern Time (US & Canada)	NGC 420	en			
"@nali_noelle Beginning of the end, alil too much molly, Percocet"			en			
@100ROY_ the Percocet &amp; Stripper joint			en			
@Hoodrich_Pablo @KeyGLOCK and @BigFizzIeGrape is the hardest right now	Pacific Time (US & Canada)	"Columbus, Ohio Zone4 "	en			
Y’all need to leave these wild ass drugs alone. All that Percocet and Codeine gonna catch up to your dumb ass.	Central Time (US & Canada)	"St. Olaf, Minnesota"	en			
@INSOMNIACRARRI What happened to rick ross?	Pacific Time (US & Canada)	"Columbus, Ohio Zone4 "	en			
"I’m on that Percocet, the doc is lookin out for me ;)"		"Killeen, TX"	en			
“will you be my therapist and subscribe me percocet”	Eastern Time (US & Canada)	pittsburgh	en			
Percocet the best set	Central Time (US & Canada)	letsworkchuck@gmail.com	en			
"I just had the craziest Percocet cocktail dream of all time 

I LOVE painkillers they are so funny"		sco beavs 	en			
@atlloki You know the ironic part? My pain doc took me off of percocet because of the aspirin in it. Didn't want my liver to stop working.	Eastern Time (US & Canada)	"Atlanta, Georgia"	en			
Percocet come out my pores		RIPCalab✈️	en			
Dat Percocet dick keep dem hoes sick 😂😂😂😂🤷🏾‍♂️🙌🏾		Tennessee	en			
went to use the bathroom after taking a Percocet .... i almost gave myself a concussion 🤦🏾‍♀️🤦🏾‍♀️	Eastern Time (US & Canada)		en			
percocet and codeine please dont take my life	Pacific Time (US & Canada)	X	en			
I was tryna tell yall bout @valee back when cole haan first came out!!	Pacific Time (US & Canada)	"Columbus, Ohio Zone4 "	en			
percocet hit so hard might drop your juice &amp; gin	Pacific Time (US & Canada)		en			
The Percocet &amp; Stripper Joint	Pacific Time (US & Canada)	└A CRΔIG	en			
Percocet for breakfast got me nauseous ya		Out here	en			
"Percocet, Molly, Percocet.
Got them for the low low lmk"		"Dallas, TX"	en			
"a chatterer is a polypharmacy: axiomatical, yet reproachless"	Pacific Time (US & Canada)		en			
"Polypharmacy can certainly contribute to constipation issues: A few common classes that cause constipation - TCA's, Opioids, CCB's #pharmacy"		Minnesota	en			
@DrHollyHolmes @novacarerx Pharmacist need to step up to the plate more when they see this kind of Polypharmacy and more legal Say also.			en			
@novacarerx True!! The game of inappropriate polypharmacy one-upsmanship is very dangerous!!!	Eastern Time (US & Canada)		en			
"Tonights starters: 
Victorio Vico
Damien Moore
Bailey Lopez
Ishmael Arellano
Jonathan Aguirre"	Pacific Time (US & Canada)		en			
"@Vico_nopiko1989 He""s Perfect....."		"DKI Jakarta, Indonesia"	en			
"@V_ikail Vico, who’s afraid of detroit ???"		La Roche City Bronx	en			
@ITMOMPOD Thank the Vicodin	Atlantic Time (Canada)	"New York, NY"	en			
@ebjens LOL okay. Noted. I will take the vicodin.		"Oakland, CA"	en			
@LolaFaglana If Vicodin has a smell you better bottle that shit and send me some.  P.s I've got my own botte of white diamonds.	Pacific Time (US & Canada)	"West Hollywood, CA"	en			
"@Destinyfaith111 Vicodin Keeps me goin, call me Dr. House"		ODU '21	en			
@mary__agan 😂😂😂 That's funny! Vicodin will make you feel like you can be a superhero lol I'm glad to hear he's doing well though!			en			
NICOTINE 👏 VALIUM 👏 VICODIN 👏 MARIJUANA 👏 ECSTASY 👏 AND 👏 ALCOHOL 👏	Eastern Time (US & Canada)		en			
@ashleyfeinberg Looks like a dog on Vicodin.	Eastern Time (US & Canada)		en			
Sniffing Vicodin in Paris never felt so euphoric	Eastern Time (US & Canada)		en			
"@CassandraRules Dihydrocodeine. Or hydrocodone, in the US. So Vicodin, basically."	Prague		en			
"@mike_Zollo @TrumpsBlonde Honest question, how does the street price of heroin compare to a prescription pain killer like Vicodin?"	Eastern Time (US & Canada)	"Virginia, USA"	en			
"I started sleeping again
Traded late nights and sheep for vicodin
The guilt burning in my chest set in
I started sleeping again"		(they/them/he)	en			
"@floyding @emoeby Nicotine, Valium, Vicodin, Marijuana, Ecstasy, and Learning"	Mountain Time (US & Canada)	Central Minnesota	en			
"@Kwhit1one Wow I didn't know @MeghanMcCain mother stole Vicodin, that's heartbreaking."	Pacific Time (US & Canada)		en			
"The rupture of an ovarian cyst is usually self-limiting, and only requires expectant management and analgesics."	Kyiv	Newcastle	en			
@good_grandma @NBCNews Neuropathic pain not responding to non narcotic analgesics..			en			
"Although medicines are commonly prescribed for the treatment of sciatica, evidence for analgesics is poor."	Kyiv	United States	en			
i have a very love/hate relationship with the fact that my moms answer to almost everything ever wrong with me is to give me narcotics	Quito		en			
"BPD 911 Dispatch: NARCOTICS INSIDE | 1700 W NORTH AV | Sat, Feb 17th 2018, 5:36 pm | Medium | P180481788"	Eastern Time (US & Canada)	"Baltimore, MD"	en			
@jtsokool Niggas need to leave the narcotics alone. Rapping bout it like it’s cool. Nah playboy		"New Orleans, LA"	en			
