Text	Country by Zone	Country by Location	Lang	Drug	Annotated Text	Semantic Type
Narcos season 2 is confusing asf @netflix			en			
As fucked up as it probably is.. I really really miss Cody. 😣😕😕		"Merritt Island, FL"	en			
"""Bullet Club is fine."" - Cody

Everything is fine."" - Steph

#RawTalk"	America/New_York	"Wilson, NC"	en			
@OatiePaul @28DaysMore Methadone clinics are free or no?		United States	en			
@FoxNews @Eminem @realDonaldTrump Why does Eminem look like a wasting heroin addict?	Eastern Time (US & Canada)	"Jupiter, FL"	en			
@MUSTDIEmusic My homies Cody and Mitch who showed me you back back in the day		"Minneapolis, MN"	en			
"@FxGonzalez @reaccionapr How do people get heroin, genius?"	Pacific Time (US & Canada)	"Nunya, USA"	en			
"You're my water when I'm stuck in the desert
You're the Tylenol I take when my head hurts
You're the sunshine on my life"	Jakarta	F I N D M E 👉🏻	en			
@CProctorNews Hello Cody proctor tyler			en			
@SaveABro_ I played yesturday with Cody for like 4-5 hours lol &amp; watch the punisher on netflix	Mountain Time (US & Canada)	"West Ville, UT "	en			
Back watching Narcos. Almost done with season 1..	Eastern Time (US & Canada)	The Chop Shop.	en			
Stephanie talking like Cody lol everything is gonna be fine #RawTalk #WWEChamber		canada 	en			
@MOHOPSOUL IM FUCKING WHEEZING! WHEEZING! AT IBUSHI SWINGING IN INSTANTLY AFTER CODY KISSES HIM	Atlantic Time (Canada)	yaoi dungeon	en	cody	wheez	ADR
"@codythemarine You sound like husband and wife already.....gotta love it...
Just remember Cody...
""Happy Wife...Happy Life""
Love you guys!"		"St Louis, MO"	en			
@meljoy Cody	Fiji	all the way up Harry's ass	en			
I thank god everyday for giving me Cody. Im so lucky ❣️			en			
"Oxy
Where’s Oxy"	Pacific Time (US & Canada)		en			
@LocoGill Gonna get that baby through an ultra oxy cycle.			en			
Drunk Cody is the best Cody idc	Mazatlan	"Tahlequah, OK"	en			
you havent felt real fear until you got a notification of oxi keysmashing	Tokyo	Yokohama-shi Kanagawa	en			
@HEMANthRCFAN Heroin Tho Hardwork 👌👌		"Vishakhapatnam, India"	en			
@ZuloagaRay Take some robitussin :(	Pacific Time (US & Canada)	Calif☀️rnia	en			
"@bravescody You're slacking with the old tweets Cody, step your game up."		Georgia	en			
"@Switz You’re not alone. Hard to watch that bush league after shows like The Wire, Sopranos, Shameless, Narcos, etc."	Central Time (US & Canada)	McKinney	en			
@SmilesDavis I grew up on heroin	Pacific Time (US & Canada)	"Prescott
"	en			
"I really lost my hydro, 30+ paint bottles &amp; over 50 paint brushes i want to die"		"Phoenix, AZ"	en			
@TheRealDre41caw upload briscoe caws back up plz man there is only 2 up rn on and they are really bad and maybe Cody too	Pacific Time (US & Canada)	United States	en			
This ox needs Methadone Hydrochloride!	Pacific Time (US & Canada)	"Oklahoma, USA"	en			
@cwbuecheler @charlesrandall why Mr. Brownstone?  the heroin?  I guess I don't disagree that it's a big part of rock	Eastern Time (US & Canada)	"Seaside, OR"	en			
@KevDGrussing I still (though recent a realization) say Cody should've gotten the DigiEgg of Love in hindsight	Eastern Time (US & Canada)		en			
I never noticed how much James looks like Paul C. (Cody’s brother) #CBBUS		"New York, NY"	en			
When cody calls me man I'm like ok bro???		"Gardere, LA"	en			
@Cody_D_Cook Cody cook posts a fortnite tweet and thinks he’s famous 😂😂	Central Time (US & Canada)		en			
@jjflowachild He sells heroin for a decent price now so I guess that's alright	Eastern Time (US & Canada)	"Florida, USA"	en			
"Cody telling Flip Gordon ""the Earth is fucking round"" makes him my favorite wrestler of 2018."	Eastern Time (US & Canada)	Wherever	en			
@thejessicagraf Congrats to you and Cody both for #TheAmazingRace and for your engagement love you both! 🤗😘	Pacific Time (US & Canada)	Softball Coach and Pro Bowler 	en			
"We’re watching The Hobbit and Bilbo says “The eagles are coming.”

And Cody says “Hey! They predicted 2018.”

...

“The Super Bowl...”"	Pacific Time (US & Canada)		en			
@CyanidePapi If someone is on my property I can shoot up heroin and wait for crooked cops.	Pacific Time (US & Canada)	"California, USA"	en			
@MOHOPSOUL maurice cody is so cunty i love him so much	Atlantic Time (Canada)	yaoi dungeon	en			
"@ConradMcGorkin @codybtapp @Royals_Navy @TheFakeNed Cody has issues, w his viewing choices!!"		"Overland Park, KS"	en			
"Guy offers rick Tylenol and he’s like, “you must be a doctor” #TheWalkingDead #TalkingDead #TWD"	Eastern Time (US & Canada)		en			
@CBSBigBrother Jessica or cody			en			
@Nifty_tL @ReveaIed cody dont you dare disrespect me or my moira mechanics	Pacific Time (US & Canada)	liocodycontramikejimlouie	en			
@OatiePaul @28DaysMore No idea. I heard ppl can get addicted to methadone too. I just am already trying to kick other issues		United States	en			
@LoriLoughlin @hallmarkchannel It was a great episode. Cody and his speech was absolutely fantastic.	Pacific Time (US & Canada)	"Oregon City, OR"	en			
@CBSBigBrother Jessica or Cody🤣🤣🤣			en			
Cody probably has more tattoos than I have money in my bank account	Pacific Time (US & Canada)	TGT	en			
"@chriskkenny Too bad they disconnected the hydro power on Warragamba Dam because of that fool‼️
50 megawatts would come in handy. 🙄🙄🙄🙄"		"Central Coast, New South Wales"	en			
“If I was homeless I would probably do heroin too” @MeganGreen20			en			
Hurting &amp; all I can take is Tylenol 😔			en			
While u sippin zack I’m sippin cody😴			en			
listen all i want is kelsey and cody to call iab fat can they film the cameo im GREEDY	Central Time (US & Canada)	iab syd	en			
T-minus 11 days till im in Mobile watching Cody Johnson live with all my boys		"Mobile, AL✈️Houston, Tx"	en			
"@jonathanchait @MalcolmNance And then have them take care of the narcos in Mexico, and after that finish off isis."			en			
I just wanna be on the water all day listening to Cody Johnson			en			
Yeah if my entire hometown could stop giving me the death glare that'd be sickkkkk atleast I'm not doing heroin ya feel.	Atlantic Time (Canada)	"Pittsburgh, PA"	en			
Cody &amp; I are going to the Bahamas next year and I couldn’t be any more excited 🌴🌊☀️😍		"Salem, OR"	en			
"Buffalo Bill Cody Beer, brother"	Dublin	Dublin	en			
rabies thru the process skinny puppy eras still creep me out sometimes because i think about the heroin and other drugs they were on	Pacific Time (US & Canada)	LA 2 da Bay	en			
"@SteveTSN @CodyGoloubef27 @HockeyCanada @HC_Men @TeamCanada @TSN_Sports @TSNHockey This photo of Cody, to me, is the perfect Olympic moment!"	Pacific Time (US & Canada)		en			
I love Cody so much		"Huntington, WV"	en			
@whogotbev cody fucked Sierra and I'm a dumb nigger			en			
morphine &amp; chocolate	Mountain Time (US & Canada)		en			
"@b3nros3 @cohen1232 No!! He stays down. A complete KO by #Cody ""Sticks and Stones"" #Stanton!! @CEvancic #Hearties @hallmarkchannel @WCTH_TV"		"Blythe, California, USA"	en			
@coryenc2135 Suite life of Zack and Cody for sure		"Tallahassee, FL"	en			
@BriManIU AJ/Shinsuke though ? But then again Kenny/Cody the night before...	Central Time (US & Canada)	Nashville Area	en			
@GMaclagan @NickWallace210 @Shakabrodie The locker room confrontation between Cody and Kenny cracked me up 😂😂		"Division No.  6, Alberta"	en			
"“If you’re not a current student, does it still count as a school shooting?” -Cody"		"Jenks, OK"	en			
"@Christian4Peepz used to be randy before he met cody, but now i dunno."	Pacific Time (US & Canada)	Knife Pervert stan	en			
"Me: my voice is going. 
Also me: JUST LIKE NICOTINE, HEROINE, MORPHINE"		"Sydney, New South Wales"	en			
@Bencjacobs @sonofnels He can start with the family of Purdue pharmaceuticals. Too many people addicted to OxyContin.	Pacific Time (US & Canada)	"California, USA"	en			
nobody told me that cody simpson was out here sounding like a grown ass man in his new band????	America/New_York	Athens/Cincinnati	en			
@SCHOENAMYYY I used for 3 years and have been clean off heroin since January of last year.		"North Carolina, To Seattle WA"	en			
@Taylz_77 @NickWallace210 @Shakabrodie Don’t forget Cody and Flip.	Pacific Time (US & Canada)	"Vancouver, British Columbia"	en			
Cody Johnson - Diamond In My Pocket	Pacific Time (US & Canada)	"Abilene, TX"	en			
BTE reveals acting chops I legit did not know Cody possessed. He gets more impressive with every episode.	Eastern Time (US & Canada)	NYC	en			
@EvelDick i feel if Cody wasn’t in jury Paul probably would’ve won		"British Columbia, Canada"	en			
tb to the last time i saw s*eak l*w and cody almost whacked me in the face w his bass	Eastern Time (US & Canada)	pittsburgh	en			
@CodySoto Thank you Cody Bear!! 💙	Eastern Time (US & Canada)	Poth ➡️ Trinity University	en			
Fuck You if you glorify heroin actually can’t believe I just saw that	Eastern Time (US & Canada)	Kzoo	en			
"@PhilKeoghan @AmazingRaceCBS Such an Amazing Season!! So sad it's over,  but very happy for Cody and Jessica!"	Hawaii	Yakima Wa	en			
slit a wrist for an oxy script.			en			
What’s your favorite Cody Simpson ft. Flo Rida song?	Eastern Time (US & Canada)		en			
I have period titties at the moment and I’m close to popping a damn Tylenol extra strength	Pacific Time (US & Canada)	O. 101715 💖 #HB	en			
"Had such a good weekend with Cody, felt like we were 14 again. ❤"	Central Time (US & Canada)		en			
"""Sell the tickets, keep the room and go see omega vs cody."" charlie murphy in the Prince skit laugh.gif"	Eastern Time (US & Canada)	IMG_4346.jpeg	en			
“Tylenol doesn’t work on black people.”	Eastern Time (US & Canada)	Everywhere	en			
I don’t want Cody to leave for Tennessee in the morning 😭😭😭😭		NC	en			
@_codyrikard preach it cody	Eastern Time (US & Canada)	"Ruston, LA"	en			
@BDCLE29 Strowman needs to pull a Cody Rhodes and leave the WWE. He can be an enormous star for one of the other companies			en			
Poor dom driving me Izzy and Cody blacked out 😂😂😂	Atlantic Time (Canada)	"New Jersey, USA"	en			
"@emosslang nah you're the one who commented ""sell the tickets, keep the room and go see omega vs cody."""	Eastern Time (US & Canada)	IMG_4346.jpeg	en			
@TheRickWilson @greg_doucette Only if we start w/ the family responsible for the mfgr of Oxycontin.	Pacific Time (US & Canada)	Could be anyplace....	en			
The disrespect to Number 18 for Oxy was so real. Elliott sees him and just knows his guy is better. Unreal throw and catch.	Pacific Time (US & Canada)	"McMinnville, Oregon"	en			
"“u look like if heroin was a person” 
“i could sniff ur skin &amp; get fucked up”"		"Murfreesboro, TN"	en			
Fuck you if you glorify heroin can’t believe I just saw that	Eastern Time (US & Canada)	Kzoo	en			
"I’ve been watching narcos all weekend, I can speak Spanish."	Eastern Time (US & Canada)		en			
@slimeboiz TYYY HSHFJ I THINK SO TOO!!!! also i didn’t realize this was u oxi u changed ur icon........it’s so so so so cute	Pacific Time (US & Canada)	New England	en			
@Samantha_2446 yeh omega and cody will be one of the matches of the weekend for sure			en			
MICS WORKIN IN MASSAGE DRUG FRIENDLY VIEWCREST VILLAGE IN CORRUPT BREMERTON WA ARSON HEROIN GUN SHOW SEWAGE SPILLS CITY USA			en			
"@Samantha_2446 prob goes gargano/ciampa, styles/nakamura, omega/cody u can maybe switch last two matches"			en			
"I DONT NEED NO SPEED
I DONT NEED NO HEROIN
I DONT WANT NO COKE
YOU CAN KEEP YOUR KETAMINE
IM A BASSLINE JUNKIE
IM A BASSLINE JUNKIE"			en			
UK National Grid: #Large #Hydro is currently generating 0.18GW (0.60%) out of a total of 30.11GW		unit	en			
@Cody @SavageBars This is the internet comedy that makes me want to delete social media			en			
"we consume at U.S. corporations sending most to U.S.A. While here hydro rate and all is skyrocketing. Canada  losing to U.S. , it s a fact."		Canada	en			
@Johnny_Perogy Cody Hodgson had 44 points in 13/14.	Pacific Time (US & Canada)	British Columbia	en			
"Cody ou-- Good man that Cody.Don't-Don't-Don't worry,Anakin.WUAGH! WUAGH! [sped up] WUAGH! [slowed down] WUAGH! [regular pace] WUAGH!"			en			
@yeaaaaahb Like niggas didn’t even suggest some Tylenol or a massage or sumn. “Fuck them lungs bruh”	Eastern Time (US & Canada)	Higher than the Jetsons♌	en			
*head in hands* cody is starscream	Atlantic Time (Canada)	yaoi dungeon	en			
"@Johnny_Perogy Never forget that Cody Hodgson tried to sell a clothing line with the help of the ""Co Hoes"" which was yikes"	Pacific Time (US & Canada)	British Columbia	en			
@gonweatherguy @deadballfowl Heroin is available for purchase. You ignored that part while owning yourself.			en			
"@cdavis3758 “I will never own a ford especially not a 6.0” -Cody Davis, diesel drags 2016😂😂😂"			en			
I’m changing my name to Lil Heroin Needle	Pacific Time (US & Canada)	"California, USA"	en			
facetiming cody was the highlight of my day		prob w ris	en			
I really want to see Cody Johnson 😩😭		"Uvalde, Tx "	en			
"""you don't look undocumented"" WTF am I supposed to look like, Jennifer? 
A fucken brick of heroin?"	Arizona	"Arizona, USA"	en			
"@nagitowiki im on an old ipod that can't quote tweets but!
cody"	Pacific Time (US & Canada)	read link byf	en			
I’m so upset I lost my hydro and I don’t think I’m getting it back 😭	Pacific Time (US & Canada)		en			
@DAyalaLuque10 Cody&gt;&gt;&gt;&gt;			en			
Cody calling Abigail mom still makes me tear up #hearties @hallmarkchannel	Quito	In a galaxy far far away	en			
"One☝️ up top ahky, somethin' stocky in the choppy🔫
Fat wally for bradaski, off a Oxy💊, bet he mop 'em💢 🗣🔥@MozzyThaMotive"		"Buffalo, NY "	en			
"asked my stepdad if I can take advil and tylenol, all he said was “I’ve never tried it”"	Central Time (US & Canada)	sc - mylife32	en			
nicotine heroin morphine	Urumqi	mars	en			
Golden Lovers vs Scurll/Cody was an awesome match to close off another really fun show. (****1/4)	Atlantic Time (Canada)	 Puerto Rico	en			
@h_visibility i can’t believe they’re people who think cody is better than kenny 💀	Central Time (US & Canada)		en			
"morphine, queen of your vaccine"	Pacific Time (US & Canada)	Chicago / Nicaragua	en			
"@drmistercody Stun grenades won't help against the bears, Cody"			en			
Marissa wins the final HOH!!! I hope she doesn’t buy a Cody from BB16 and takes the wrong person to the finale #BBCeleb	Pacific Time (US & Canada)	"Long Beach, CA"	en			
Dawg how does my back still hurt on morphine what kind of shiiiiiet		big chillin 	en			
told cody i’ve had bad luck w past relationships and he said “well your bad luck has run out”😭❤️		prob w ris	en			
"Just like nicotine, heroin, morphine
Suddenly I'm a fiend and you're all I need"	Brasilia	"Guarujá, Brasil"	en			
@tanamongeau please collab with cody ko again	Pacific Time (US & Canada)	bleedycon	en			
college is reaching for ur addy instead of tylenol when u have a fever but still gotta take a midterm tmr			en			
@j_swinbanks They have to make sure that applicants can talk to girls so they don't have an embarrassing repeat of the Cody Banks situation	Sydney	"Sydney, Australia"	en			
@Nifty_tL @ReveaIed CODY	Pacific Time (US & Canada)	liocodycontramikejimlouie	en			
"kite street health centre supplies Orange police green lighted drug dealers with pills, methadone prescription drugs to sell on black market"	Beijing	Orange N.S.W.	en			
@RealJamesWoods It would have been cheaper to give them Commando Cody outfits.		Southern Illinois	en			
@FoldableHuman Just take up heroin	Eastern Time (US & Canada)	"Toronto, Ontario"	en			
my blueberry hydro is so pretty &amp; the placing of my stickers are so right i wish i could give him so much more	Pacific Time (US & Canada)	vegas	en			
I’ve been so emotional today like I started crying because Cody left and that never happens... it’s been a stressful weekend		#LLM❤️	en			
@EvelDick It was the single greatest thing to see Cody take away that half of mill from @deadskulltweets I loved it so much			en			
"@TheBrandiRhodes Cody is a very lucky 
Man"			en			
@EvelDick He treated everyone of them except Cody like sheep			en			
Cody Rhodes being this weird ambitious asshole who breaks up the Bullet Club is fucking amazing.	Eastern Time (US & Canada)	Wherever	en			
Cody and I almost got hit tonight and it seriously felt like my heart stopped.	Eastern Time (US & Canada)	"Elyria, OH"	en			
@Nifty_tL @ReveaIed cody 1v1 me for the entire maryland walmart to see ill shit on you in front of everyone	Pacific Time (US & Canada)	liocodycontramikejimlouie	en			
my sister rly thought the dipbrow i put on my story was heroin..............	Arizona	cali	en			
I wish I could watch narcos and weeds at the same time	Eastern Time (US & Canada)	"Statesboro, GA"	en			
"@baratiepromise *hands you liquid tylenol so you don't have to swallow any pills* 

*hugs*"	Eastern Time (US & Canada)	Somewhere On The Grand Line	en			
Cody: Tuf doesn't have any powder on his hat. Me: it's up his nose 😂			en			
@ActualSparsh I got one today that said “when I use heroin I feel closer to god” baffling honestly	Central Time (US & Canada)	wku	en			
@LandonIstre1114 @dentonlisenby @tukiejohnson1 @Cody Thank you ☺️			en			
@LandonIstre1114 @dentonlisenby @tukiejohnson1 @Cody Don’t be fake			en			
"Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I need"		Brunei	en			
Heroin is why some of the best jazz exists	Hawaii	Houstantlanta Vegas	en			
"trappin out the narcos, NARCOS"			en			
"just like nicotine, heroin, morphine. suddenly, I'm a fiend and you're all I need."	Pacific Time (US & Canada)		en			
@codythemarine @MarissaJWinokur Cody you are trolling with this tweet. 😂😂	Pacific Time (US & Canada)	in love.in happiness	en			
@CodyBrown Good pattern Cody	Eastern Time (US & Canada)	"Brooklyn, NY"	en			
@Cody_Robison @JamesHasson20 @BetchesHeadPro @SebGorka Doesn’t look like you’re talking to Trump there Cody		"Ohio, USA"	en			
@verywhales Time to start shooting up heroin	Tijuana	"Surrey, British Columbia"	en			
Two Tylenol 500 mg hot shower and my bed I’m going to sleep so fckn good it’s been a dragging ass 12-12	Atlantic Time (Canada)	mob or starve	en			
@chasebrad0 watching cody’s lab	Eastern Time (US & Canada)	12/7/2017	en			
@wanniaone guess I’m keeping da hydro flask 😝	Pacific Time (US & Canada)	— chai ♡	en			
Cody’s speech is making me cry #hearties @hallmarkchannel	Quito	In a galaxy far far away	en			
@Luskanator31 Shoot up some heroin	Central Time (US & Canada)	"Overland Park, KS"	en			
"@OwenBenjamin Peaky Blinders, Narcos, Stranger Things"	Eastern Time (US & Canada)	the blue side of the mountain	en			
"@mattyp1111 @HolySchip With the Cody stuff &amp; Golden Lovers stuff, there isn’t really a reason to have him in it."	Eastern Time (US & Canada)	"Charlotte, NC"	en			
Now Playing: Cody Johnson - With You I Am Is On Q106.8 Country #NowPlayingOnTheQ	Eastern Time (US & Canada)	"Knoxville, TN"	en			
"@KidsOf2018 @JaquaAllDay Suite life of Zack and Cody, Kim Possible, and Recess."		"Alabaster, AL"	en			
"@d711van @RyanAFournier Worry about Carrie Fisher who had cocaine, heroin, and ectasy in her system when she died."			en			
@DearAuntAbby @krisv_723 Ask your doctor if Heroin® is right for you	America/Chicago	"Corpus Christi, TX"	en			
"""Boys, Boys. We can settle this like reasonable and sexy teenagers. Whoever can swallow the most Tylenol PM wins!"" - Herbert"	Midway Island	Houston	en			
						
#Hearties thank @Robitussin for supporting quality television @WCTH_TV @hallmarkchannel		"Mar Vista, CA"	en			
Well I'll be at skynyrd sorry Cody 🤷🏾‍♂️	Pacific Time (US & Canada)	Bay Area	en			
@SaraLamphere Take a Tylenol	Eastern Time (US & Canada)		en			
@Cody music is sooooooooo good	Central Time (US & Canada)		en			
Sprite + Robitussin + Gummies 🤤		balay yo	en			
I wish Dakota loved me as much as she loves Cody #GOALS			en			
cody ko can get it whenever if we’re being honest	Arizona	reno	en			
#Hearties thank @Robitussin for supporting quality television @WCTH_TV @hallmarkchannel	Arizona		en			
Dakota and Cody are such goals. Makes me wanna cry			en			
i’ve literally been drugging myself up with tylenol for the past week damn			en			
you’re the Tylenol i take when my head hurts	Atlantic Time (Canada)	"FC, Va"	en			
"Hey @NCAupdates if you found a black hydro flask with a pink JAMZ bracket and elephants bracelet on its mines, how can I️ get it back?"	America/Phoenix		en			
"I got tickets for Jason Aldean Luke Bryan Cody Johnson Chris Young Brad Paisley and Blake Shelton 
Anyone trying to go? Lmao"	Eastern Time (US & Canada)	Houston/Los Angeles	en			
@prcocet CURSED IMAGE	Pacific Time (US & Canada)		en			
I wish I had some Tylenol		"Virginia, USA"	en			
I rather of played a game like Cody than Marissa. #CelebrityBigBrother	Pacific Time (US & Canada)	"California, USA"	en			
Lil ceaser and there was a kid lmao nerd pol;ease look at it… oxi's face 100% of poops there's a half ago!			en			
"@codythemarine @_Mateuszz @MarissaJWinokur Oh, Cody ... do you maybe want to reconsider that answer? ... 😉😊..."	Quito		en			
@DuckFanAccount Just ate 36 Tylenol PMs	Pacific Time (US & Canada)	ACAB	en			
"@AngryBlackLady John Mulaney says, for an adult, cancelled plans are like heroin."	Hawaii	Wholly in my mind	en			
one time someone told me i had “great veins for heroin” and for some reason i was genuinely flattered			en			
best Netflix original is Narcos 😤😤	Pacific Time (US & Canada)	with Alejandra Frias	en			
@Nifty_tL cody	Eastern Time (US & Canada)	n k g z p t d	en			
"@CodyKrivanec @AustinnPeterson Cody, you writing a daily journal of this bet would be great content"		"Champaign, IL"	en			
@TiffanyMC1982 New Japan is doing a bullet club “breakup” but it’s really about a love triangle between cody Kenny omega and Kota ibushi	Eastern Time (US & Canada)		en			
"i’m watching suite life of zack and cody and y’all i’m over here screaming, i never realized how funny this show was💀💀💀"		817	en			
@xanaxdee tylenol weed and an mlg bag what more could you need		"Hoe, Ghana"	en			
My hydro flask broke and I don’t know how to drink water anymore. Kinda stressing. I might die.	Arizona		en			
"*sitting in my car out front
Dad: Why you still in your car?
Me: Listening to Cody Jinks. I’ll be in after
Dad: Oh. Alright"	Central Time (US & Canada)		en			
omg i love tylenol... it cures my headache almost as good as luda's smile doesgod bless medicine	Pacific Time (US & Canada)	"WJSN + GBF, GF, FGO, LLSIF"	en			
@dondavies9 @davemeltzerWON Exactly! Do this after Cody/Kenny and have the Bucks on Cody's side in order to set up a feud for this match	Central Time (US & Canada)		en			
lana SNAPPED in heroin	Pacific Time (US & Canada)	#BLM	en			
@Ka012414 I just want to see Cody v Kenny. I don’t give a shit about the rest of the story.	Central Time (US & Canada)	"Minnesota, USA"	en			
@nibsuwu hey thank u still!!! take some tylenol and drink lots of water ok!		"Lacey, WA"	en			
it was so cool to see Cody Teel ride Pearl Harbor last night	Hawaii	Texas	en			
Cody is strong but let's see if I T			en			
@DatHidan //HELL YEAH IT'S MORPHIN TIME		♡♡♡	en			
"@AnnikaRohdee I'm a granola, I caught my chacos on fire by accident and put it out with my hydro flask"		"Anchorage, AK"	en			
Makes me so proud when I hear Lex listening to Cody Jinks followed by Flatland. They grow up so fast. 😢😭	Central Time (US & Canada)	"Archer City, Texas"	en			
"@codyup21 If Cody gives it the stamp, it goes on the list. 🤘🏾"	Pacific Time (US & Canada)	Canada	en			
Spent my Sunday literally watching narcos all day and i don’t regret it...		"Pullman, WA"	en			
@jakecobb24 Narcos I freaking loved	Central Time (US & Canada)		en			
@SimplyyDannie Yess girl they don't give me morphine anymore they give me diloded I WAS TWEEKIN	Central Time (US & Canada)	In my own world	en			
"#UFC222 Bet

Cody Stamann -149 3 Units"	Mountain Time (US & Canada)	"Alix, Alberta"	en			
Cody Johnson - Ride With Me			en			
@xanaxdee Bro is that adderall in a Tylenol bottle?	Pacific Time (US & Canada)	Heck	en			
What did I just take man I thought it was TYLENOL	Pacific Time (US & Canada)		en			
THIS TYLENOL 3 GOT A NIGGA LIKE 😴	Pacific Time (US & Canada)	"Ladera Heights, CA"	en			
@MeriBrown1 @MeriBrown1 please don’t break up with Cody!! You guys all work together so well. You need each other!! Sister’s and all..		Canada	en			
@FraustoBear Are you going with your boy Cody?			en			
I’m tryna see cody johnson			en			
"Horrible pain this evening.  Waiting for Tylenol to do its magic., so that I can actually sleep for a wee bit.  💊 + 🥤= 💤😌"	Eastern Time (US & Canada)	New York	en			
cody stone blocked me on twitter because i told him he’s white	Central Time (US & Canada)	uranus 	en			
Geeze I had to take that hydro. My knee is aching so bad 😩😞		"McPherson, KS"	en	hydro	aching	ADR
@hallmarkchannel @erinkallen @LoriLoughlin Cody was the real MVP tonight! #Hearties	Pacific Time (US & Canada)		en			
Tarcis - Narcos (FEAT. D'NIKE)	Pacific Time (US & Canada)	"Zona Norte, Rio de Janeiro"	en			
#NowPlaying  Morphine - Good		"İstanbul, Türkiye"	en			
@thejessicagraf Love you and Cody tho	Eastern Time (US & Canada)	Philadelphia	en			
flicks lid off bottle of Tylenol	Central Time (US & Canada)		en			
Dudes think they rockstar but don't even do heroin	Eastern Time (US & Canada)	"poppin a MF stance, wa"	en			
Having a hydro flask full of ice water near your bed is the best		"Eugene, OR"	en			
Ever Scar Has A Story// Cody Johnson			en			
when i was dumb high on morphine before surgery i had the BEST robert deniro impression	Pacific Time (US & Canada)		en			
"@ctr____ Hey Cody. Just to clarify, was everything good on your end? If not, please let me know and I'll be happy to help :) ^MB"	Pacific Time (US & Canada)	"Santa Monica, CA"	en			
@aylu_galeano Zack y Cody... 😭	America/Argentina/Buenos_Aires		en			
I want to watch Cody		Somewhere with posty	en			
An astute observer pointed out to me that apparently this is heroin and not cocaine	Tijuana	"San Francisco, CA"	en			
Once You Go Cody......?	Arizona	sin city (for real)	en			
Two of my dogs names are Scout and Cody. Should’ve named them Clout and 🅱️ody	Eastern Time (US & Canada)		en			
If my daddy Drake nudes ever leak &amp; he got a mighty morphin sausage omg lmao	Central Time (US & Canada)	Michigan ✈️ Worldwide	en			
The best lyrics usually come from those that are suicidal or on heroin.		"Los Angeles, OC"	en			
rest easy cody 💗			en			
What a speech Cody!!! 🙌🙌 @CEvancic @hallmarkchannel #Hearties		"Seattle, WA"	en			
Cody you’re the best! All teachers need a Cody in their classroom! @CEvancic @erinkrakow #Hearties			en			
Robitussin is my shit rn. I feel so sicky	Central Time (US & Canada)		en			
"Yay, Cody we'll done and done well! Kid power, words from the heart! Well acted @CEvancic #hearties 👏 @WCTH_TV @hallmarkchannel"	Pacific Time (US & Canada)	"Henderson, NV"	en			
Goosebumps Cody! @LoriLoughlin proud mama @CEvancic #hearties @hallmarkchannel @WCTH_TV		"San Diego, CA"	en			
"Just like nicotine, heroin, morphine
Suddenly, I'm a fiend and you're all I need"	Pacific Time (US & Canada)	Northern Kentucky University 	en			
Cody didn’t know who Rapunzel was		Texas born & raised✞ 	en			
Why would I pay $80 to see Cody ko?	Arizona	"Encinitas, CA"	en			
@Kathleen_Wynne y did u sell off hydro one my bills are thru the roof I got sick cause I had to minimize my heat			en			
"""He wanted this the whole time.""

I. That's not fire Cody should be playing with."	Eastern Time (US & Canada)	NYC	en			
From the mouth of babes #hearties way to go Cody Stanton !!	Pacific Time (US & Canada)	AT&T Park	en			
oh i love jughead so much as much as i love zack &amp; cody 💓	Beijing	Malaysia	en			
Me: baby I can’t imagine you without facial hair.. Cody: OH YOU DONT WANT THAT. Well damn 😂😂😂😂			en			
@Cody This is so true!	Central Time (US & Canada)	Colombia	en			
"Every form of addiction is bad, no matter whether the narcotic be alcohol or morphine or idealism.  Carl Gustav Jung #carlgustavjung"	Central Time (US & Canada)		en			
Soledad O’Brien said oxycontin in the distance and my pussy immediately got wet			en			
"@Lliizeth__ Narcos ,Slasher , Bates Motel"		"Coachella, CA"	en			
Cody talks about pasta sauce in his sleep hahaha		"Phoenix, AZ"	en			
@veidtlemania I legit hate Cody now and I don't even care that I'm being worked	Pacific Time (US & Canada)	The galaxy of Transylvania	en			
That oxy has made me wired and itchy. -laughs- This is fun mixed with not fun.	Arizona	- #Slacker in the land of RP -	en			
"Abigail and Lee, the dynamic duo, you got the depot!!! And Cody, too! @CEvancic  @KavanjSmith @LoriLoughlin @hallmarkchannel #Hearties"			en			
@67303Milana shit cures literally everything along with tylenol and a nap			en			
Took some Tylenol 3 thinking it’d make my pain go away and knock me out.... it’s done neither!!! 😑	Quito	South Florida ☀️	en			
"just fell asleep in geisel, woke up with a jolt, kicked over my hydro flask and the entire floor went silent and looked at me"		"California, USA"	en			
Tylenol and chocolate are both poisionous to cats. #Cat #CatFact	Chennai	Everywhere	en			
What a speech Cody! #Hearties	Eastern Time (US & Canada)		en			
why did cody dye his hair kike that	Caracas		en			
operation make * fall in love with me is starting even CODY said i could do it fuckin try and stop me i swear			en			
@WWE @WWERomanReigns Kenny Omega vs Cody &gt;&gt;&gt;&gt;&gt;  Wrestlemania			en			
@anusha_srini or someone's just really bad at hiding their imported heroin		"Melbourne, Australia"	en			
Tylenol 3 is supposed to relieve pain and knock you out... its done neither for me...	Quito	South Florida ☀️	en			
@Cody That's so true. Lol		"Wyoming, USA"	en			
